r,light_pl_475,light_pl_814,light_pl_160,light_comp_475,light_comp_814,light_comp_160
2.0300000000000002,0.019802712465690996,0.041329375474525976,0.9733064304428481,0.020271469985456293,0.041642815602520616,0.9381070840372254
2.04,0.0195865786775129,0.04090625913833109,0.9642554840566583,0.02005035954037428,0.04123125052476111,0.9297243525463218
2.05,0.019372709832747165,0.04048729392982108,0.955297641465714,0.019831524963333645,0.040823702152646205,0.9214335822883616
2.06,0.019161081256264235,0.04007244755992721,0.9464318065019465,0.019614942787039295,0.04042013374014818,0.9132334945929645
2.07,0.018951668788330454,0.03966168879569039,0.9376568973684417,0.01940058998778374,0.04002050983367775,0.9051228304527752
2.08,0.01874444892123368,0.03925498647195267,0.9289719069716093,0.01918844410303735,0.039624795062618935,0.8971004330716577
2.09,0.018539398189121047,0.03885230945183224,0.9203758524149676,0.018978482706297605,0.03923295408903788,0.8891651787606517
2.1,0.018336493146431092,0.0384536277762854,0.9118677508144526,0.018770683389995827,0.0388449529363737,0.8813159438477843
2.11,0.018135711192844125,0.038058913063421705,0.9034466192859972,0.018565024535254115,0.03846075945097606,0.8735516046610817
2.12,0.017937030859839057,0.037668137041629274,0.8951114749455354,0.018361485579270063,0.03808034160665735,0.86587103752857
2.13,0.017740430758033162,0.03728127141867994,0.8868613349090011,0.018160046033084888,0.0377036673611311,0.8582731187782757
2.14,0.01754588948314546,0.03689828691880088,0.878695216292329,0.0179606853913293,0.03733070390408472,0.8507567247382247
2.15,0.01735338492014543,0.03651915287193672,0.8706121527703391,0.017763382365738895,0.03696141733644414,0.8433207500956542
2.16,0.017162893946437056,0.03614383850211937,0.8626112959430606,0.01756811455820956,0.036595773676430604,0.8359642202841377
2.17,0.016974393362887436,0.035772313142772856,0.8546918485705548,0.017374859486331315,0.036233739053598314,0.8286862174595299
2.18,0.016787860053407815,0.03540455215801308,0.8468530136200407,0.017183594751093368,0.03587528573518899,0.8214858240073655
2.19,0.01660327548006035,0.035040539965375955,0.8390939940587369,0.016994302551206996,0.035520395202489,0.8143621223131788
2.2,0.016420627977737783,0.0346802617277932,0.8314139928538613,0.016806971987594805,0.035169049695405,0.8073141947625027
2.21,0.016239906447193957,0.034323702575118395,0.8238122129726324,0.016621592729459556,0.03482123142806924,0.8003411237408725
2.22,0.016061099741807926,0.03397084550822578,0.8162878573822685,0.016438154397716346,0.034476920955710456,0.7934419916338215
2.23,0.015884193665812358,0.03362167014231567,0.8088401523911147,0.016256643505381675,0.03413609619543586,0.7866159049973955
2.24,0.015709169174442185,0.03327615579108869,0.8014685569144909,0.01607704162304181,0.03379873482942375,0.7798622112598823
2.25,0.015536006791121514,0.03293428175917608,0.7941726633822807,0.015899329881151874,0.03346481452946184,0.7731803961083316
2.2600000000000002,0.015364687056479767,0.032596026661596576,0.7869520658115384,0.015723489426617155,0.03313431217727378,0.7665699468733616
2.27,0.015195191819376319,0.032261367951212344,0.7798063582193191,0.01554950265715388,0.032807203323142485,0.7600303508855899
2.2800000000000002,0.01502750513334072,0.03193028296916059,0.772735134622676,0.015377354078384187,0.03248346338935151,0.7535610954756345
2.29,0.014861611263850676,0.031602749056941076,0.7657379890386651,0.015207028398575803,0.03216306780179508,0.7471616679741131
2.3000000000000003,0.014697494467862638,0.03127874358908317,0.7588145154843394,0.015038510317063951,0.03184599231520868,0.7408315557116444
2.31,0.014535138226261223,0.030958243999125758,0.7519642917438033,0.014871783719658428,0.031532213271826856,0.7345702324216129
2.32,0.014374524633421907,0.030641227726721582,0.7451866608800191,0.01470683103874615,0.031221707074752778,0.7283769752275637
2.33,0.01421563564006904,0.03032767221212499,0.73848078935753,0.014543634556130258,0.03091445012881736,0.7222509133286295
2.34,0.014058453209678372,0.03001755496229716,0.7318458393282636,0.014382176566334982,0.030610419030413255,0.716191172311557
2.35,0.013902960719476064,0.029710853610598328,0.7252809729441456,0.014222440774275022,0.030309590738913345,0.710196877763095
2.36,0.013749144225531132,0.029407545804480427,0.7187853523571032,0.014064413557341428,0.030011942254157337,0.7042671552699904
2.37,0.013596990082562835,0.029107609191205912,0.7123581397190627,0.013908081590865677,0.029717450577332615,0.6984011304189909
2.38,0.013446484640720034,0.028811021391969126,0.7059984971819505,0.013753431545316296,0.02942609289505274,0.6925979287968447
